genres,movie_id,original_title,plot,cast
"['Adventure', 'Comedy', 'Fantasy']",762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin']"
['Drama'],64499,Quinceañera,"As Magdalena's 15th birthday approaches, her simple, blissful life is complicated by the discovery that she's pregnant. Kicked out of her house, she finds a new family with her great-granduncle and gay cousin.","['Emily Rios', 'Jesse Garcia', 'Chalo González', 'David W. Ross', 'Ramiro Iniguez', 'Araceli Guzman-Rico']"
[],281189,Gory Gory Hallelujah,"Four actors compete for the role of Jesus - a black revolutionary, a bisexual hippie, a Jew, and a feminist. When all four are rejected, they hit the road on bad-ass motorcycles, bound for glory in New York City. But when a run-in with a gang of Elvises ends in murder, they find themselves taken prisoner in a little town called Jackville - where folk don't take kindly to blasphemers. The Jesuses fall prey to an evil conspiracy that can only lead to the Apocalypse.",[]
"['Documentary', 'Drama']",1435,Tarnation,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.","['Renee Leblanc', 'Adolph Davis', 'Jonathan Caouette', 'Rosemary Davis', 'David Sanin Paz']"
['Documentary'],47546,I Want Your Money,"Two versions of the American dream now stand in sharp contrast. One views the money you earned as yours and best allocated by you; the other believes that an elite in Washington knows best how to allocate your wealth. One champions the traditional American dream, which has played out millions of times through generations of Americans, of improving one's lot in life and even daring to dream and build big. The other holds that there is no end to the ""good"" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. The documentary film I Want Your Money exposes the high cost in lost freedom and in lost opportunity to support a Leviathan-like bureaucratic state.",[]
"['Horror', 'Comedy']",189711,Love in the Time of Monsters,Two sisters travel to a cheesy tourist trap where they battle toxic monsters dressed in bigfoot costumes in order to save the ones they love.,"['Kane Hodder', 'Doug Jones', 'Gena Shaw', 'Marissa Skell', 'Michael McShane', 'Shawn Weatherly']"
['Horror'],19204,...E tu vivrai nel terrore! L'aldilà,"A young woman inherits an old hotel in Louisiana where after a series of supernatural 'accidents', she learns that the building was built over one of the entrances to Hell.","['Catriona MacColl', 'David Warbeck', 'Cinzia Monreale', 'Antoine Saint-John', 'Veronica Lazar', 'Al Cliver']"
"['Comedy', 'Romance']",9029,What Happens in Vegas,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","['Ashton Kutcher', 'Cameron Diaz', 'Lake Bell', 'Queen Latifah', 'Treat Williams', 'Michelle Krusiec']"
"['Horror', 'Science Fiction', 'Thriller']",18045,The Dark Hours,"Dr. Samantha Goodman is a beautiful, young psychiatrist. Burnt out, she drives to the family’s winter cottage to spend time with her husband and sister. A relaxing weekend is jarringly interrupted when a terrifying and unexpected guest arrives. What follows is an extraordinary night of terror and evil mind games where escape is not an option.","['Kate Greenhouse', 'Aidan Devine', 'Gordon Currie', 'Iris Graham', 'Dov Tiefenbach', 'David Calderisi']"
"['Romance', 'Drama', 'Comedy']",11240,My Beautiful Laundrette,"Omar, a homosexual Pakistani boy living in London with his alcoholic father, lifts a chunk of drug money from another Pakistani and, with his lover Johnny, decides to renovate a grungy laundrette.","['Gordon Warnecke', 'Daniel Day-Lewis', 'Roshan Seth', 'Saeed Jaffrey', 'Derrick Branche', 'Rita Wolf']"
"['Drama', 'Mystery', 'Thriller']",43743,Fabled,"Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist. His dog is missing and he suspects the people at work might be behind it. Then there is the unshakable guilt over his past. It just might all be bearable, somehow possible to live through, if it weren't for those damned 'monsters' that keep trying to kill him. Through an allegorical 'fable' that is told in parallel with Joseph's struggle, we are left to decide for ourselves in the end, who is the crow and who is the wolf., was someone out to get Joseph, was it a stroke of bad luck, or was it all in his head?",[]
"['Drama', 'Thriller']",157909,Show Me,"When two squeegee kids descend upon Sarah and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated cottage where the twisted trio bait and entice one another in a reckless search for truth.","['Michelle Nolden', 'Katharine Isabelle', 'Kett Turton', 'Gabriel Hogan', 'Allegra Fulton']"
['Drama'],10238,Viskningar och rop,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.","['Harriet Andersson', 'Ingrid Thulin', 'Kari Sylwan', 'Liv Ullmann', 'Erland Josephson', 'Henning Moritzen']"
['Drama'],3059,Intolerance,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.","['Lillian Gish', 'Mae Marsh', 'Robert Harron', 'F.A. Turner', 'Sam De Grasse', 'Vera Lewis']"
['Documentary'],15800,Trekkies,A hilarious look at the universe's most fervent fans.,"['Denise Crosby', 'Barbara Adams', 'Majel Barrett', 'James Doohan', 'DeForest Kelley', 'Leonard Nimoy']"
"['Drama', 'Music', 'Romance']",65203,The Broadway Melody,"Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie","['Charles King', 'Anita Page', 'Bessie Love', 'Nacio Herb Brown', 'Mary Doran', 'Arthur Freed']"
['Horror'],764,The Evil Dead,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.","['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly', 'Sam Raimi']"
['Horror'],103620,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.","['Elijah Wood', 'America Olivo', 'Nora Arnezeder', 'Zoe Aggeliki', 'Jan Broberg', 'Joshua De La Garza']"
"['History', 'Documentary']",319069,Censored Voices,"The 1967 'Six-Day' war ended with Israel's decisive victory; conquering Jerusalem, Gaza, Sinai and the West Bank. It is a war portrayed, to this day, as a righteous undertaking - a radiant emblem of Jewish pride. One week after the war, a group of young kibbutzniks, led by renowned author Amos Oz, recorded intimate conversations with soldiers returning from the battlefield. The recording revealed an honest look at the moment Israel turned from David to Goliath. The Israeli army censored the recordings, allowing the kibbutzniks to publish only a fragment of the conversations. 'Censored Voices' reveals the original recordings for the first time.",['Amos Oz']
['Documentary'],14278,Murderball,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.","['Joe Bishop', 'Keith Cavill', 'Andy Cohn', 'Scott Hogsett', 'Christopher Igoe']"
"['Action', 'Adventure', 'Drama']",25678,American Ninja 2: The Confrontation,"On a remote Caribbean island, Army Ranger Joe Armstrong saves an old friend from the clutches of ""The Lion"", an evil super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors.","['Michael Dudikoff', 'Steve James', 'Larry Poindexter', 'Gary Conway', 'Jeff Celentano', 'Michelle Botes']"
['Documentary'],79161,51 Birch Street,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?","['Carol Block', 'Doug Block', 'Ellen Block']"
"['Science Fiction', 'Family']",371690,Rotor DR1,"In a post-apocalyptic world where half the population is dead or missing and the sky is full of autonomous drones, a 16-year-old boy named Kitch sets out to find his father, joined by DR1, his drone companion.","['Christian Kapper', 'Natalie Welch', 'Tom E. Nicholson', 'Steve Moses', 'Patrick Casteel', 'Ryker Marsh']"
['Drama'],389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","['Henry Fonda', 'Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman']"
"['Animation', 'Comedy', 'Drama']",52032,My Dog Tulip,The story of a man who rescues a German shepherd and how the two become fast friends.,"['Christopher Plummer', 'Lynn Redgrave', 'Isabella Rossellini', 'Peter Gerety', 'Brian Murray', 'Paul Hecht']"
"['Comedy', 'Romance']",3078,It Happened One Night,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!","['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Alan Hale']"
['Drama'],38810,Κυνόδοντας,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.","['Hristos Passalis', 'Angeliki Papoulia', 'Mary Tsoni', 'Christos Stergioglou', 'Michele Valley', 'Anna Kalaitzidou']"
"['Music', 'Documentary']",21525,Tupac: Resurrection,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",['Tupac Amaru Shakur']
"['Comedy', 'Drama']",55123,Tumbleweeds,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.","['Janet McTeer', 'Kimberly J. Brown', 'Jennifer Paige']"
"['Fantasy', 'Horror', 'Thriller']",11980,The Prophecy,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.","['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz', 'Adam Goldberg', 'Viggo Mortensen']"
['Comedy'],11956,Chacun Cherche Son Chat,"When Chloe (Garance Clavel), a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée (Renée Le Calm), who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.","['Garance Clavel', 'Zinedine Soualem', 'Renée Le Calm', 'Olivier Py', 'Simon Abkarian', 'Marilyne Canto']"
"['Comedy', 'Drama']",1550,Pieces of April,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.","['Katie Holmes', 'Derek Luke', 'Patricia Clarkson', 'Oliver Platt', 'Alison Pill', 'John Gallagher Jr.']"
[],162396,The Big Swap,"In this British drama, Ellen (Sorcha Brooks) and Jack (Antony Edridge) recall a time when they traded partners, and their remarks set a partner-swapping party in motion among four other couples. As the long night's journey into sex progresses, various fears and anxieties surface. Shown at Montreal's 1997 World Film Festival and the 1997 San Sebastian Film Festival.","['Mark Adams', 'Mark Caven', 'Allison Egan', 'Jackie Sawiris', 'Kevin Howarth']"
['Drama'],26518,Old Joy,Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,"['Daniel London', 'Will Oldham', 'Tanya Smith', 'Robin Rosenberg', 'Keri Moran', 'Autumn Campbell']"
['Drama'],8942,Wendy and Lucy,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.","['Michelle Williams', 'Will Patton', 'Will Oldham', 'John Robinson']"
['Drama'],68412,3 Backyards,The story of three people from the same suburban town during the course of one curious autumn day.,"['Edie Falco', 'Embeth Davidtz', 'Elias Koteas', 'Rachel Resheff', 'Kathryn Erbe', 'Danai Gurira']"
"['Drama', 'Thriller']",2786,Pierrot le fou,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.","['Jean-Paul Belmondo', 'Anna Karina', 'Graziella Galvani', 'Dirk Sanders', 'Jimmy Karoubi', 'Roger Dutoit']"
['Documentary'],87943,Sisters in Law,"Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",[]
['Documentary'],73981,Ayurveda: Art of Being,"Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself.""",[]
['Drama'],91721,Nothing But a Man,A proud black man and his school-teacher wife face discriminatory challenges in 1960s America.,"['Ivan Dixon', 'Abbey Lincoln', 'Julius Harris', 'Gloria Foster', 'Martin Priest', 'Leonard Parker']"
['Drama'],118452,"First Love, Last Rites",Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,"['Giovanni Ribisi', 'Natasha Gregson Wagner', 'Donal Logue', 'Robert John Burke', 'Jeannetta Arnette', 'Eli Marienthal']"
"['Action', 'Adventure', 'Drama']",47534,Fighting Tommy Riley,"An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future.","['J.P. Davis', 'Eddie Jones', 'Christina Chambers', 'Diane Tayler']"
"['Action', 'Thriller']",40914,Royal Kill,"A fearsome warrior from the Kingdom of Samarza arrives in America to assassinate a high school girl. The girl does not know it, but she is the last living heir to the Kingdom. A noble guard arrives in America to protect the young princess.","['Pat Morita', 'Eric Roberts', 'Gail Kim', 'Lalaine', 'Alexander Wraith', 'Jeannie Crist']"
[],365052,The Looking Glass,"Troubled 13-year-old Julie loses her mother and must go to Indiana to live with her grandmother Karen. A former star of stage and screen, Karen has the early stages of Alzheimer's and wants to pass on all she knows to her granddaughter before it's too late. Will their troubled relationship allow this to happen?","['Dorothy Tristan', 'Jace Casey', 'Jace Casey', 'Harry Musselwhite', 'Elizabeth Stenholt', 'Jeff Puckett']"
"['Action', 'Comedy', 'Science Fiction']",13282,Death Race 2000,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.","['David Carradine', 'Simone Griffeth', 'Sylvester Stallone', 'Mary Woronov', 'Roberta Collins', 'Martin Kove']"
"['Horror', 'Drama', 'Thriller']",250184,Locker 13,"The story of Skip, a young ex-convict who takes a position as a night janitor at an old-west theme park. His supervisor Archie, teaches him the ropes, but more importantly attempts to convey critical philosophical messages through a series of four stories: a down and out boxer is given the opportunity to become a real golden gloves killer; an assassin kidnaps three people in order to find out who hired him for his latest hit; a new recruit is initiated into a lodge of fez-wearing businessmen where hazing can take a malevolent turn; and a member of a suicide club introduces real fear into a man about to jump to his death.","['Ricky Schroder', 'Jon Gries', 'Tatyana Ali', 'Jason Marsden', 'Rick Hoffman', 'Curtis Armstrong']"
['Horror'],426067,Midnight Cabaret,"A Broadway producer puts on a play with a Devil character in it. Soon the actors begin having nightmares, and events that are mentioned in the play really start happening.","['Lisa Hart Carroll', 'Michael Des Barres', 'Paul Drake', 'Laura Harrington', 'Thom Mathews', 'Carolyn Seymour']"
"['Romance', 'Comedy', 'Drama']",324352,Anderson's Cross,"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined.","['Joanna Cassidy', 'Joyce Guy', 'Bill Moseley', 'Jerome Elston Scott', 'Alan Blumenfeld', 'Art Evans']"
"['Drama', 'Romance']",318040,Bizarre,"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the club’s playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Luka’s growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace.","['Pierre Prieur', 'Adrian James', 'Raquel Nave', 'Rebekah Underhill', 'Charlie Himmelstein', 'Luc Bierme']"
['Horror'],27420,Graduation Day,"After a high school track runner, named Laura, suddenly dies from a heart attack after finishing a 30-second 200-meter race, a killer wearing a sweat suit and a fencing mask begins killing off her friends on the school track team one by one. The suspects include the track coach Michaels, Laura's sister Anne who arrives in town for the funeral, the creepy school principal Mr. Guglione, and Laura's strange boyfriend Kevin.","['Christopher George', 'Billy Hufsey', 'Patch Mackenzie', 'E. Danny Murphy', 'E. J. Peaker', 'Michael Pataki']"
"['Comedy', 'Horror', 'Thriller']",80468,Some Guy Who Kills People,"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.","['Kevin Corrigan', 'Barry Bostwick', 'Karen Black', 'Leo Fitzpatrick', 'Ariel Gade', 'Lucy Davis']"
"['Drama', 'Thriller', 'Crime']",84188,Compliance,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.","['Ann Dowd', 'Dreama Walker', 'Pat Healy', 'Philip Ettinger', 'James McCaffrey', 'Ashlie Atkinson']"
"['Comedy', 'Drama', 'Romance']",2255,Chasing Amy,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.","['Ben Affleck', 'Joey Lauren Adams', 'Jason Lee', 'Dwight Ewell', 'Jason Mewes', 'Kevin Smith']"
"['Comedy', 'Drama', 'Romance']",50035,Lovely & Amazing,Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,"['Catherine Keener', 'Brenda Blethyn', 'Emily Mortimer', 'Jake Gyllenhaal', 'James Le Gros', 'Dermot Mulroney']"
[],300327,Death Calls,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",[]
"['Crime', 'Drama']",14290,Better Luck Tomorrow,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,"['Parry Shen', 'Jason Tobin', 'Sung Kang', 'Karin Anna Cheung', 'Roger Fan', 'Jerry Mathers']"
"['Comedy', 'Drama', 'Romance']",29371,The Incredibly True Adventure of Two Girls In Love,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,"['Laurel Holloman', 'Maggie Moore', 'Kate Stafford', 'Nicole Ari Parker', 'Toby Poser', 'Nelson Edwin Rodríguez']"
"['Comedy', 'Drama']",44490,Chuck & Buck,"Buck is a man-child who has lived his existence in a life of kindergarten collages and lollipops. Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect with after having invited him to his mother's funeral. Buck treks out to LA where Chuck, now a music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him.","['Mike White', 'Chris Weitz', 'Lupe Ontiveros', 'Maya Rudolph', 'Paul Weitz', 'Beth Colt']"
"['Drama', 'Comedy', 'Romance']",32222,American Desi,"This is a fun-loving romantic comedy reminiscent of the great teen films of the 80's.From Kris, an All-American boy from India, to Ajay, an Afro-Centric Hindu homeboy, to Farah, a devoutly religious but modern Muslim girl, 'American Desi' tells the story of a unique set of characters and their culture from a decidedly hip and youthful point of view.","['Kal Penn', 'Purva Bedi', 'Deep Katdare', 'Ronobir Lahiri', 'Rizwan Manji', 'Anil Kumar']"
"['Drama', 'Action', 'Crime']",378237,Amidst the Devil's Wings,"Prequel to ""5th of a Degree.""",[]
"['Thriller', 'Science Fiction', 'Mystery']",431,Cube,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,"['Nicole de Boer', 'Nicky Guadagni', 'David Hewlett', 'Andrew Miller', 'Julian Richings', 'Wayne Robson']"
"['Comedy', 'Romance']",76996,Love and Other Catastrophes,A day in the life of two film-school students trying to find love and another house-mate.,"['Matt Day', 'Matthew Dyktynski', 'Alice Garner', ""Frances O'Connor"", 'Radha Mitchell', 'Suzi Dougherty']"
"['Drama', 'Comedy', 'Animation']",51942,I Married a Strange Person!,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.","['Charis Michelsen', 'Tom Larson', 'Richard Spore']"
"['Drama', 'Mystery', 'Thriller']",1424,November,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.","['Courteney Cox', 'James Le Gros', 'Michael Ealy', 'Nora Dunn', 'Nick Offerman', 'Anne Archer']"
"['Drama', 'Romance']",60420,Like Crazy,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.","['Anton Yelchin', 'Felicity Jones', 'Jennifer Lawrence', 'Charlie Bewley', 'Alex Kingston', 'Oliver Muirhead']"
['Horror'],325123,Teeth and Blood,"A beautiful diva is murdered on the set of horror director Vincent Augustine's latest film ""Chapel Blood."" Somewhere between the crime scene and the coroner's van, the body mysteriously disappears. Meanwhile, the city's supply of donated blood is being dangerously depleted. Suspecting a connection between the events, detectives Mike Hung and Sasha Colfax go undercover at the studio to investigate. Their attempt to crack the case quickly turns into a desperate battle for survival when they uncover an age-old war between rival vampire covens that threatens to consume humanity in a final, grisly assault of Teeth and Blood!","['Glenn Plummer', 'Michelle Van Der Water', 'Danielle Vega', 'Greg Eagles']"
['Comedy'],142132,Sugar Town,"Look at the lives of struggling L.A. scene rock stars follows main character, Gwen, on her quest for the top. Working as an assistant to a film production designer, she tries to steal her boy friend who is a music producer by offering sexual favors. The producer meanwhile is trying to orchestrate a comeback for a former glam band comprised of Michael Des Barres, John Taylor and Martin Kemp. Rosanna Arquette plays the former movie star wife of the lead singer, who is fretting because she has just been offered the role as the mother of one of the new ingenious. Beverly D'Angelo also shows up as a millionairess who agrees to bankroll the group, but only if she gets a roll in the hay with the lead singer. All of the career problems, including drug proclivity, are represented in this film.","['John Taylor', 'Michael Des Barres', 'Martin Kemp', 'Jade Gordon', 'Larry Klein', 'John Doe']"
"['Drama', 'Comedy']",20520,The Motel,"Thirteen-year-old Ernest Chin lives and works at a sleazy hourly-rate motel on a strip of desolate suburban bi-way. Misunderstood by his family and blindly careening into puberty, Ernest befriends Sam Kim, a self-destructive yet charismatic Korean man who has checked in. Sam teaches the fatherless boy all the rites of manhood.","['Jeffrey Chyau', 'Sung Kang', 'Jade Wu', 'Samantha Futerman', 'Alexis Chang', 'Stephen Chen']"
"['Thriller', 'Drama']",109729,The Canyons,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.","['Lindsay Lohan', 'James Deen', 'Gus Van Sant', 'Nolan Gerard Funk', 'Amanda Brooks', 'Tenille Houston']"
['Drama'],78307,On the Outs,"Follows the choices made by three young women - one a drug dealer, one an addict, one a pregnant teen - in Jersey City.","['Judy Marte', 'Paola Mendoza', 'Flaco Navaja', 'Dominic Colón', ""Edward O'Blenis"", 'Adepero Oduye']"
"['Drama', 'Thriller']",12247,Shotgun Stories,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.","['Michael Shannon', 'Glenda Pannell', 'Lynnsee Provence', 'Douglas Ligon', 'Barlow Jacobs', 'Natalie Canerday']"
"['Thriller', 'Mystery']",29917,Exam,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,"['Luke Mably', 'Adar Beck', 'Chris Carey', 'Gemma Chan', 'Nathalie Cox', 'John Lloyd Fillingham']"
"['Science Fiction', 'Drama']",70687,The Sticky Fingers of Time,"A 1950s author (Terumi Matthews) is transported to 1990s Brooklyn, where she meets a woman (Nicole Zaray) who reads about her life.","['Terumi Matthews', 'Nicole Zaray', 'Belinda Becker', 'James Urbaniak', 'Thomas Pasley', 'Samantha Buck']"
['Music'],60463,Sunday School Musical,Two competing groups of high school students must rally together and enter a song and dance competition in order to save their church from closing.,"['Chris Chatman', 'Candise Lakota', 'Krystle Connor', 'Robert Acinapura', 'Amy Ganser', 'Millena Gay']"
['Drama'],46252,Rust,"In the midst of a midlife crisis of faith, a man finds hope where he least expects it – his hometown. James Moore (Golden Globe nominee Corbin Bernsen) is a former pastor who returns home to discover a family new to the area has been killed in a mysterious fire, and his childhood friend is implicated in the murder. Convinced of his friend’s innocence, James sets out on a mission to find the truth… and in the process, rediscovers his own lost faith. An uplifting drama about faith, family, and the powerful ties that bind a community together.","['Corbin Bernsen', 'Frank Gallacher', 'Lloyd Warner', 'Audrey Lynn Tennent']"
"['Action', 'Fantasy']",24869,Ink,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.","['Chris Kelly', 'Jessica Duffy', 'Quinn Hunchar', 'Jeremy Make', 'Jennifer Batter', 'Eme Ikwuakor']"
"['Drama', 'Family']",77934,The Christmas Bunny,"The Christmas Bunny tells the story of a lonely foster child (Sophie Bolen) who finds a lost, injured rabbit in the woods on Christmas Eve. The rabbit is nursed back to health by The Bunny Lady (Florence Henderson), who runs a rabbit rescue in an old barn behind her Michigan farmhouse.","['Sophie Bolen', 'Madeline Vail ', 'Colby French', 'Florence Henderson', 'Charles Beale ', 'Andrew Twifford ']"
"['Crime', 'Drama']",34697,Butterfly,"Orson Welles, as judge Rauch, holds a lengthy trial against Jess Tyler, a caretaker deserted by his wife ten years before, who's accused of improper relations with his daughter Kady. Complications follows when Wash, father of Kady's baby, comes back to take her away.","['Stacy Keach', 'Pia Zadora', 'Orson Welles', 'Ed McMahon', 'June Lockhart', 'Lois Nettleton']"
[],320435,UnDivided,"UnDivided documents the true story of how a suburban church unites with at-risk Roosevelt High School to create a beautiful transformation for students, the school and the volunteers serving it.",[]
